NIT;FECHA CORTE;DURACION;(+/-) Ganancia (pérdida);(+/-) Ajustes por gastos por impuestos a las ganancias;( + ) Ajustes por gastos de depreciación y amortización;(+/-) Ajustes por deterioro de valor (reversiones de pérdidas por deterioro de valor) reconocidas en el resultado del periodo;(+) Ajustes por provisiones;(+) Ajustes por costos financieros;(+/-) Ajustes por pérdidas (ganancias) de moneda extranjera no realizadas;(+/-) Ajustes por pérdidas (ganancias) del valor razonable;(-) Ajustes por ganancias no distribuidas de asociadas;(+/-) Ajustes por pérdidas (ganancias) por la disposición de activos no corrientes;(+/-) Otros ajustes para conciliar la ganancia (pérdida);Total ajustes para conciliar la ganancia (pérdida);(+/-) Ajustes por disminuciones (incrementos) en los inventarios;(+/-) Ajustes por la disminución (incremento) de cuentas por cobrar de origen comercial;(+/-) Ajustes por disminuciones (incrementos) en otras cuentas por cobrar derivadas de las actividades de operación;(+/-) Ajustes por el incremento (disminución) de cuentas por pagar de origen comercial;(+/-) Ajustes por incrementos (disminuciones) en otras cuentas por pagar derivadas de las actividades de operación;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de operación;(+) Flujos de efectivo procedentes de la pérdida de control de subsidiarias u otros negocios;(-) Flujos de efectivo utilizados para obtener el control de subsidiarias u otros negocios;(+) Otros cobros por la venta de patrimonio o instrumentos de deuda de otras entidades;(-) Otros pagos para adquirir patrimonio o instrumentos de deuda de otras entidades;(+) Otros cobros por la venta de participaciones en negocios conjuntos;(-) Otros pagos para adquirir participaciones en negocios conjuntos;(+) Importes procedentes de la venta de propiedades, planta y equipo;(-) Compras de propiedades, planta y equipo;(+) Importes procedentes de ventas de activos intangibles;(-) Compras de activos intangibles;(+) Recursos por ventas de otros activos a largo plazo;(-) Compras de otros activos a largo plazo;(-) Pagos derivados de contratos de futuro, a término, de opciones y de permuta financiera;(+) Cobros procedentes de contratos de futuro, a término, de opciones y de permuta financiera;(+) Dividendos recibidos;(+) Intereses recibidos;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de inversión;(+) Importes procedentes de aumento de capital y/o recolocación de acciones;(-) Disminución de capital social y/o readquisición de acciones;(-) Pagos por otras participaciones en el patrimonio;(+) Importe procedente del aumento prima por emisión;(-) Disminución de prima por emisión;(+) Importes procedentes de préstamos;(-) Reembolsos de préstamos;(-) Pagos de pasivos por arrendamientos financieros;(-) Dividendos pagados;(-) Intereses pagados;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de financiación;Incremento (disminución) neto de efectivo y equivalentes al efectivo, antes del efecto de los cambios en la tasa de cambio;(+/-) Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes al efectivo;Incremento (disminución) neto de efectivo y equivalentes al efectivo;Efectivo y equivalentes al efectivo al principio del periodo;Efectivo y equivalentes al efectivo al final del periodo
900378661;31/12/2016;2016;210361;;286936;;;;;;;;108367;395303;-3069510;;-804626;3943417;51841;;726786;;;;;;;;411896;;;;;;;;;;-411896;;;;;;;;;;;;;314890;;314890;738313;1053203
900378719;31/12/2016;2016;633083;;275115;;;;;;;;;275115;;;357184;54348;125169;;1444899;;;;;;;;1477393;;;;3515;;;;;;-1480908;;;;;;;234519;;;;;-234519;-270528;;-270528;270528;
900378854;31/12/2016;2016;121975;47926;15927;;;;;;;;;63853;-71236;-124942;-116470;-27908;;119216;-35512;;;;;;;;;;;;;;;;;;;;;;;;50000;;;;3987;;46013;10501;;10501;44301;54802
900378871;31/12/2016;2016;269518;;;;;;;;;;;;;-741303;;741313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;61;51
900378931;31/12/2016;2016;16292023;642915;377820;;;;;;;;-38809;981926;;235880;-5885166;-106202;-9864788;5211825;6865498;;;;;;;2021694;;;;;;;;;;-32160;1989534;;;;;;;;;7500000;;-208585;-7708585;1146447;;1146447;557281;1703728
900378966;31/12/2016;2016;593119;;149318;;173532;;;;;;;322850;5445817;-4702472;309687;-994138;-25359;40171;989675;;;;;;;;;;;;;;;;;185260;185260;1450000;;;;;320788;;;1450000;;;320788;1495723;;1495723;162385;1658108
900379181;31/12/2016;2016;210050;-570;18606;;;;;;;;;18036;;4491;123322;-13243;48499;;391155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;391155;;391155;360687;751842
900379360;31/12/2016;2016;124208;;435731;;;;;;;;;435731;;-8034;-100511;-215806;36388;;271976;;;;;;;;;;;;4339471;;;;;;-4339471;;;;;;3979062;;;76483;;;3902579;-164916;;-164916;205411;40495
900379714;31/12/2016;2016;1141417;730130;62354;;;;;;;;;792484;-976539;-1732551;-30580;1370174;-1497971;;-933566;;;;;;;3152;164574;;;;;;;;;;-161422;;;;;;1249200;866283;;;;487713;870630;-224358;;-224358;1311078;1086720
900379734;31/12/2016;2016;-47159;;;;;;;;;;47159;47159;;;;-96732;-308313;-27773;-432818;;;;;;;;;;;;;;;;;;;;;;;;801517;341736;;;;;459781;26963;;26963;14709;41672
900379778;31/12/2016;2016;947360;;61070;;;;;;;;;61070;-1085;-65317;2506;-28811;-3285;;912438;;;;;;;;399805;;;;;;;;;;-399805;;;;;;2180;10186;;;;;-8006;504627;;504627;2865449;3370076
900379806;31/12/2016;2016;2074;13529;;;;;;;;;;13529;;-570;;-5000;;-12683;-2650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2650;;-2650;3309;659
900379933;31/12/2016;2016;238431;;;;;;;;;;;;;770;;;;;239201;;;;2466120;;;;;;;;;;;;;;-2466120;;;;;;2227681;;;;;;2227681;762;;762;2231;2993
900380058;31/12/2016;2016;211192;;90359;;;;;;;;;90359;;-357540;;;;-21665;-77654;;;;;;;;;;;;;;;;;-100174;-100174;;;;;;;;;;;;;-177828;;-177828;861142;683314
900380109;31/12/2016;2016;45090;0;69962;0;0;0;0;0;0;0;0;69962;0;0;-2329600;0;-11061;-223273;-2448882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1588;1588;-2447294;0;-2447294;3182093;734799
900380333;31/12/2016;2016;989768;770742;108489;0;0;244777;0;0;0;-12998;;1111010;-2827820;-1367973;0;-700928;0;0;-2795943;0;0;0;0;0;0;0;144442;0;0;0;0;0;0;0;152455;0;8013;0;0;0;0;0;2964281;0;0;0;244777;255700;2975204;187274;0;187274;1478573;1665847
900380418;31/12/2016;2016;130049;;223854;173016;;;;;;;386028;782898;-115735;-51645;;-527277;90273;-449;308114;;;;;;;;879;;;;;;;;;-160482;-161361;;;;;;;;;;;172;172;146925;;146925;;
900380467;31/12/2016;2016;155333;;;;;;;;;;;;;;105492;-193;3030;;263662;;;;;;;;;;;;;;;;;-366438;-366438;;;;;;;;;;;98300;98300;-4476;;-4476;52519;48043
900380477;31/12/2016;2016;346485;;;;;;;;;;;;;-48253;;50555;9297;;358084;;;;;;;;;;;;;;;;;-939692;-939692;;;;;;;;;;;583104;583104;1496;;1496;63270;64766
900380505;31/12/2016;2016;-2148417;92687;759318;-36047;;;65134;;;;-177052;704040;-1541372;-24532;;1660898;216814;419388;-713181;;;;;;;;;;;;;;;;;;;;;;;;1123025;;;;;;1123025;409844;;409844;103130;512974
900380666;31/12/2016;2016;733802;;73429;;;;;;;;866449;939878;90362;-3318191;;309486;734159;471539;-38965;;;;;;;;165876;;1877;;;154766;;;;;-322519;;;;;;2609905;2328717;;;;;281188;-80296;;-80296;1285813;1205517
900380814;31/12/2016;2016;460643;;284409;;;;;;;17104;104386;405899;-111199;854681;-105599;-1074443;-131861;-42919;255202;;;;;;;28000;299529;;;;;;;;;;-271529;;;;;;3402725;4121023;;;;;-718298;-734625;-133659;-868284;929686;61402
900381226;31/12/2016;2016;-62625;;20435;;;;;;;;;20435;40000;24193;;-1543646;;-53519;-1575162;;;;;;;;22282;;1494;;;;;;;;-23776;;;;;;406832;;;;;;406832;-1192106;;-1192106;1220660;28554
900381279;31/12/2016;2016;-33731;;11614;;;;;;;;;11614;663719;-358339;;-81883;21946;;223326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;223326;;223326;168960;392286
900381705;31/12/2016;2016;78255;;486000;;;;;;;;;486000;;-273570;-146384;-215709;328760;;257352;;;;;;;;250000;;;;;;;;;;-250000;;;;;;;;;;;-23922;-23922;-16570;;-16570;4617167;4600597
900381845;31/12/2016;2016;640520;-10120;4541;0;0;0;0;0;0;0;3017;-2562;-450124;-1121133;0;3500;-698841;201559;-1427081;0;0;0;0;0;0;0;0;0;1844;0;0;0;0;0;0;0;-1844;0;0;0;0;0;0;49771;0;0;0;0;-49771;-1478696;0;-1478696;1812021;333325
900382138;31/12/2016;2016;-310538;;99093;;;;;;;;;99093;103672;-1331982;;;-331359;334741;-1436373;;;;;;;2095184;;;;;;;;;;;2095184;;;;;;;;391136;268032;;;-659168;-357;;-357;407485;407128
900382429;31/12/2016;2016;-423490;112180;8774;;20441;;;;;;;141395;309074;-1450819;;972999;;-1700570;-2151411;;;;;;;;11174;;40;;;;;;;;-11214;;;;;;26156;;;;;;26156;-2136469;;-2136469;2201306;64837
900382591;31/12/2016;2016;217665;1913;;;;22225;;;;;;;194638851;6709;21293;61605;200584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105522;;;;;;;;
900382623;31/12/2016;2016;-56924;36424;;;;;;;;;;36424;;;681756;-45300;-166259;154375;604072;;;;;;;;;;;;;;;;;336685;336685;;;;;846382;;;;;;2229;-844153;96604;;96604;;96604
900382694;31/12/2016;2016;509491;;;;;;;;;;;;18359;412250;;-117476;-235929;532915;;;;;;;;98033;;;;;;;;;;34934;;;;;;;346192;;;;;;;;;-31993;1395406;1363413
900382713;31/12/2016;2016;1714235;;1047191;;3360180;;;;;;-16973;4390398;-315512;-8510638;-820602;4118456;-280932;;295405;;;;;;;;817327;;145206;;;;;;;;-962533;979628;;;1151324;;365172;;169183;2120787;;;206154;-460974;;-460974;478969;17995
900382780;31/12/2016;2016;89697;26559;9932;;;;;32349;;;;68840;;-64486;-4912920;69986;-1723828;;-6472711;;;;;;;;2430990;;;;;;;;;581400;-1849590;;;;;;;;;;;8138760;8138760;-183541;;-183541;630098;446557
900382818;31/12/2016;2016;463220;151922;9413;;;;;;;;;161335;;;;59466;47245;9375953;10107219;;;;;;;;;;;;;;;;;;;;;;;;;;;120000;;-11905902;-12025902;-1918683;;-1918683;3264151;1345468
900382819;31/12/2016;2016;637017;206453;15931;;;;;;;;;222384;;;-1356;;25113;8812970;9696128;;;;;;;;;;;;;;;;;-10762483;-10762483;;;;;;;;;120000;;;-120000;-1186355;;-1186355;2344913;1158558
900382820;31/12/2016;2016;531321;173388;17039;;;;;;;;;190427;;;-197;113265;;-12825180;-11990364;;;;;;;;;;;;;;;131241;;9991268;10122509;;;;;;;;;120000;;;-120000;-1987855;;-1987855;3882144;1894289
900383007;31/12/2016;2016;1191444;0;308876;0;0;0;0;0;0;0;0;308876;0;10439;0;-1770150;4279297;185593;4205499;0;0;0;0;0;0;0;4169441;0;0;0;0;0;0;0;0;0;-4169441;0;0;0;0;0;0;0;0;0;0;0;0;36058;0;36058;616568;652626
900383108;31/12/2016;2016;759908;;29801;259656;0;0;0;0;0;0;0;289457;881750;16559;0;0;9977;0;1957651;0;0;0;6117;0;5971197;0;25530;0;0;0;0;0;0;0;0;0;-6002844;4491853;0;787288;0;0;0;77428;0;0;0;0;3627137;-418056;0;-418056;603137;185081
900383277;31/12/2016;2016;-244361;501370;110276;0;0;0;0;0;0;0;0;611646;0;-144;0;0;0;0;367141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390590;0;0;0;18270;-372320;-5179;0;-5179;5845;666
900383361;31/12/2016;2016;1596891;238399;374573;-1114273;0;7879;306327;0;0;6211;80980;-99904;2572730;-406385;1555496;-5622943;456477;109858;162220;0;0;0;0;0;0;0;28067;0;0;0;0;0;0;0;32498;0;4431;0;0;0;0;0;0;0;0;0;1382;0;-1382;165269;-42034;123235;1003786;1127021
900383375;31/12/2016;2016;52977;;75632;;;;;;;;;75632;;-42659;;;64379;;150329;;;;;;;;93000;;;19995;84567;;;;;;-157572;;;;;;;;;;;;;-7243;;-7243;17384;10141
900383424;31/12/2016;2016;-154972;;706;;;;;;;;;706;;228542;;-1360649;;665433;-620940;;;;;;;;;;;;;;;;;;;;;;;;301138;;;;;;301138;-319802;;-319802;;
900383530;31/12/2016;2016;-67209;-15029;5802;;;885;;;;16630;22798;31086;;-1086864;-47326;1101020;-148871;-228;-218392;;;;;;;;39059;;21765;;;;;;;;-60824;;;;;;;;;;;234107;234107;-45109;;-45109;94934;49825
900383624;31/12/2016;2016;-673286;;10490;;;;;;;;;10490;-9690749;-148300;;;343653;-418068;-10576260;;;;;;;;0;;;;;;;;;1428121;1428121;;;;;;8994658;;;;;;8994658;-153481;;-153481;236885;83404
900383665;31/12/2016;2016;99658;;134947;;;;;;;;;134947;;-31207;;4279;21269;;228946;;;;;;;;;;;;12477;;;;;;-12477;;;;;;;112224;;45966;;;-158190;58279;0;58279;95910;154189
900383677;31/12/2016;2016;887359;100666;;;;;;;;;-147145;-46479;-484526;;-378462;-46242;61343;71320;64313;;;;;;;;570998;;;;;;;;;;-570998;600000;;;;;;;;100000;;;500000;-6685;;-6685;132213;125528
900383695;31/12/2016;2016;116781;;0;;;;;;;;;0;256520;7000;28857;;-451063;;-41905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-41905;;-41905;42967;1062
900383697;31/12/2016;2016;7613;0;0;0;0;0;0;0;0;0;0;0;0;0;-131240;0;40058;0;-83569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145789;145789;0;0;0;0;0;0;0;0;0;0;0;0;62220;;62220;301;62521
900383816;31/12/2016;2016;-389763;;;;374086;;;;;-68813;;305273;21286;85950;;;-67;-228848;-206169;;;;;;;209894;;;;;;;;;;;209894;;;;;;;;;;;-18691;-18691;-14966;;-14966;20572;5606
900384151;31/12/2016;2016;46623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900384182;31/12/2016;2016;830826;658;3260;;;;;;;;;3918;;-20543;;-21;-877;;813303;;;1295959;2109473;;;;;;;;;;;;;;-813514;;;;;;;;;;;;;-211;;-211;17546;17335
900384306;31/12/2016;2016;17497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900384438;31/12/2016;2016;834775;;;;;;;;;;;;;;;;;-466708;368067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;368067;;368067;4166;372233
900384440;31/12/2016;2016;27939;;87913;;;;;;;;;87913;90880;310093;;258655;;-32747;742733;;;;;;;;122627;;;;;;;;;;-122627;;;;;;;440254;;526000;;350000;-616254;3852;;3852;61186;65038
900384470;31/12/2016;2016;159647;;;;;;;;;;;;1848556;;-3743013;;1869356;-140800;-6254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6254;;-6254;6344;90
900384475;31/12/2016;2016;547945;;43624;;;;;;;;;43624;224769;-894618;-362754;125160;-1229274;-6987;-1552135;;;;;;;;;;;;;;;;;25058;25058;;;;;;;;;;;1463334;1463334;-63743;;-63743;331349;267606
900384679;31/12/2016;2016;31953;0;0;0;0;0;0;0;0;0;0;0;369136;-1543935;0;99216;0;225;-1043405;0;0;0;0;0;0;2119;0;0;0;0;0;0;0;0;0;0;2119;0;0;0;0;0;0;0;0;0;0;287862;287862;-753424;0;-753424;1920520;1167096
900384726;31/12/2016;2016;157996;105557;11861;49814;;;;;;;;167232;;-1975362;-26682779;1308929;21752271;;-5271713;;;;;;;10703368;5418405;;;;;;;;;;5284963;;;;;;;157996;;;;;-157996;-144746;;-144746;384357;239611
900384968;31/12/2016;2016;21368;;;;;;;;;;;;;502202;;-39961;;-675518;-191909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-191909;;-191909;196433;4524
900385181;31/12/2016;2016;712037;-1956;32350;;;;;;;;-23862;6532;;-207836;-916;11310;-4084;0;517043;;;;;;;;;;;;;;;;;734105;734105;1119689;;;;;;;;;;-1144892;-25203;1225945;0;1225945;72304;1298249
900385242;31/12/2016;2016;57641;;3793;;;;;;;;;3793;352888;743685;0;-409743;-537226;-72636;138402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;138402;;138402;88325;226727
900385451;31/12/2016;2016;64604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900385533;31/12/2016;2016;61062;0;0;0;0;0;0;0;0;0;0;0;207659;142415;0;0;-233986;0;177150;;;;;;;;;;;;;;;;;170000;170000;;;;;;;;;;6050;-340150;-346200;950;;950;145007;145957
900385645;31/12/2016;2016;-419261;;212555;;363244;;;;;;;575799;174562;1081006;;-183502;1288786;-768736;1748654;;;;;;;;;;;;;;;;;186662;186662;;;;;;;;;;;-1270240;-1270240;665076;;665076;1100859;1765935
900385793;31/12/2016;2016;53424;35110;31981;;;;;;;;;67091;;-7598;-17105;97311;13866;;206989;;;;;;;;31981;;;;;;;;;;-31981;;;;;;;;;;;;;175008;;175008;1811982;1986990
900385827;31/12/2016;2016;363296;0;0;0;0;0;0;0;0;0;0;0;1337483;-24058;1693321;69781;-3305056;0;134767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134767;0;134767;50899;185666
900385903;31/12/2016;2016;-55268;10501;10351;;;;;;;;;20852;;36629;181999;678177;;;862389;;;;;;;;;;;;;;;;;390453;390453;;;;;;;;;;;-1256358;-1256358;;;-3516;3516;0
900386019;31/12/2016;2016;226380;180154;158097;;;;;;;;-171417;166834;-2285611;;-1262378;;-489508;;-3644283;;;;;;;;693543;;;;;;;;;;-693543;;;;;;5399975;;;;;;5399975;1062149;;1062149;149877;1212026
900386111;31/12/2016;2016;184061;;663046;-52943;;;;;;;;610103;-70265;19379;-28707;-159440;67206;;622337;;;;;;;138119;443962;;;;;;;;;;-305843;;;;;;32124;274895;;;;;-242771;73723;;73723;53896;127619
900386126;31/12/2016;2016;186719;;34794;;;675691;;;;;;710485;9576357;-1812928;;-1500805;;;7159828;;;;;;;;524465;;;;;;;;;;-524465;;;;;;;7096880;;;;;-7096880;-461517;;-461517;1994043;1532526
900386185;31/12/2016;2016;151684;-21586;;125620;;;;;;;;104034;;;-21992;-20302;39351;;252775;;;;;;;;;;;;;;;;;;;;;;;;;250945;;;;;-250945;1830;;1830;222;2052
900386254;31/12/2016;2016;49466;43995;15673;;;;;;;;;59668;86551;61947;;;;;257632;;;;;;;;;;;;;;;;;-121018;-121018;;;;;;;;;;;-262344;-262344;-125730;;-125730;479026;353296
900386328;31/12/2016;2016;-15062;-11892;115712;;;;;;;;-11255;92565;;;-10736;-3055270;-21552;564691;-2445364;;;;;;;512250;;;;;;;;;;;512250;1950000;;;;;;;;;;;1950000;16886;;16886;39;16925
900386451;31/12/2016;2016;110028;;;;;;;;;;;;18486;374119;10074;108136;44054;;664897;;;;;;;;;;;;;;;;56898;;56898;;;;;;588924;505218;;;67505;;16201;737996;;737996;;
900386571;31/12/2016;2016;153691;82753;;;;;;;;;;82753;3514513;-1647138;;2769658;-7178443;3421;-2301545;;;;;;;;;;;;;;;;;;;;;;;;;1034337;;;;;-1034337;-3335882;;-3335882;5057500;1721618
900386640;31/12/2016;2016;548815;468747;;;;;;;;;;468747;;-910529;1711573;;-718434;;1100172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1100172;;1100172;280140;1380312
900386703;31/12/2016;2016;777550;;161637;7280;;;;;;;-11673;157244;3483;-154462;-82241;-21399;-258528;33873;455520;;;;;;;;17386;;13000;;;;;;;;-30386;;;;;;;362819;;;;;-362819;62315;;62315;181898;244213
900386708;31/12/2016;2016;890767;0;2183150;0;0;295447;0;0;0;0;0;2478597;0;394295;0;0;0;0;3763659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2892976;-2892976;870683;0;870683;228574;1099257
900386792;31/12/2016;2016;2443939;814646;178169;0;288947;0;0;0;555603;0;0;726159;500884;2856409;0;-3212794;13811;-957806;2370602;0;0;0;0;0;0;0;146799;0;0;0;0;0;0;0;0;0;-146799;0;0;0;0;0;0;0;0;0;0;-1349236;-1349236;874567;0;874567;;
900387021;31/12/2016;2016;412422;;482;;;;;;;;;482;;-804328;122231;420982;-75824;;75965;;;;;;;;;;;;;;;;;;;;;;;;;;;137846;;;-137846;-61881;;-61881;476323;414442
900387054;31/12/2016;2016;-62863;1133;1963;0;0;4048;0;0;0;0;0;7144;0;0;0;0;0;0;-55719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24173;0;0;0;0;0;24173;-31546;0;-31546;584557;553011
900387147;31/12/2016;2016;47254;11585;11848;;;;;;;;;23433;;-386342;-7275;47454;1385;1713;-272378;;;;;;;;46200;;;;;;;;;;-46200;;;;;;;;;;;;;-318578;;-318578;435155;116577
900387206;31/12/2016;2016;824226;-12632;;;;31439;;-102413;;;;-83606;;-457;;79;;-786689;-46447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-46447;;-46447;102170;55723
900387207;31/12/2016;2016;1710437;36336;674211;;;;;;;;;710547;0;-3445239;-429565;-2261829;;;-3715649;;;;;;;;;;;;;;0;;;433963;433963;;;;;;1942391;;;;;;1942391;-1339295;;-1339295;3829213;2489918
900387387;31/12/2016;2016;226588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900387546;31/12/2016;2016;253773;-684571;290657;-2774;;;;;;-10674;;-407362;;-2091;-241495;457646;;;60471;;;;;;;;;;;;0;;;;;;0;;;;;;;;;215963;;1;-215962;-155491;;-155491;398431;242940
900387557;31/12/2016;2016;205296;;49099;;;;;;9481;;11549;51167;-38270;-30936;;-58675;34597;;163179;;;;;;;;38146;;2404;;;;;;;9298;-31252;;;;;;;;;;;;;131927;;131927;619520;751447
900387656;31/12/2016;2016;-22147;13120;;;;;;;;;;13120;;-222219;;-576234;;-120024;-927504;;;;;;;;24411;;;;;;;;;;-24411;1000000;;;;;;;;;;;1000000;48085;;48085;319227;367312
900387800;31/12/2016;2016;786732;;;;;74;;-9593;;;;-9519;;-15036;;63;;88865;851105;;;;;;;;;;;;;;;;;-554960;-554960;;;;;;;;;267656;;;-267656;28489;;28489;89736;118225
900387850;31/12/2016;2016;-172373;8623;0;0;0;0;0;0;0;0;0;8623;-1127652;0;614431;0;583692;0;-93279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-93279;0;-93279;115415;22136
900387878;31/12/2016;2016;33124;-75;4937;;;;;;;;;4862;;-11362079;;-822098;631665;-889799;-12404325;;;;;;;;26286;;655858;;;;;;;;-682144;5020000;;;;;;;;;;8170570;13190570;104101;;104101;44410;148511
900388037;31/12/2016;2016;-1727;-43282;41927;9810;;423681;;;;-1486;-182968;247682;-45288;-1513930;-49785;481291;;16868;-864889;;;;;;;8565;360889;;;;;;;;182968;166147;-3209;;;;;;1319157;;;268219;423681;;627257;-240841;;-240841;431212;190371
900388120;31/12/2016;2016;-254370;55726;78480;;;;-38537;;;;;95669;;1877;;1386568;;18018;1247762;;;;;;;;7129053;;;;;;;;;;-7129053;80000;;;9516816;;;;;;;2209;9599025;3717734;;3717734;5742;3723476
900388176;31/12/2016;2016;893283;;;;;;;;;;;;-100956;;;47748;62047;-1704884;-802762;;;;;;;;;;;;;;;;;66;66;;;;;;;;;;;;;-802696;;-802696;2057728;1255032
900388287;31/12/2016;2016;249333;;23479;;;;;;;;;23479;-47565;282891;646;86312;-15275;15996;595817;;;;;;;;;;;;;;;;;;;;;;;;;;;557025;;;-557025;38792;;38792;94000;132792
900388292;31/12/2016;2016;262209;142132;3396;;;;;;;;;145528;;;-1483287;;497416;-140519;-718653;;;;;;;;20926;;;;;;;;;;-20926;;;;;;702815;;;;180;;702635;-36944;;-36944;49244;12300
900388441;31/12/2016;2016;1940769;;;;;;;;;;;;;;;;;;1940769;;;;;;;;;;;;;;;;;-1487838;-1487838;;;;;;;;;;;;;452931;;452931;156905;609836
900388446;31/12/2016;2016;-1797239;0;571847;0;0;0;0;0;0;0;699621;1271468;0;2588;0;458591;0;64592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
900388565;31/12/2016;2016;-114830;;37500;;;;;;;;;37500;;145477;;-1749;;-54166;12232;;;;;;;;12750;;;;;;;;;;-12750;;;;;;;;;;;;;-518;;-518;2028;1510
900388605;31/12/2016;2016;-1299971;;15069;;;;;;;;;15069;-326913;682525;;-507670;;194515;-1242445;;;;;;;;21357;;;;;;;;;;-21357;1256532;;;;;270018;;;;;;1526550;262748;;262748;583;263331
900388640;31/12/2016;2016;1813172;499724;0;0;0;0;0;0;0;0;0;499724;0;-2106403;-961760;0;2382;0;-752885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1193478;-1193478;0;0;0;0;0;0;0;0;0;0;0;0;-1946363;0;-1946363;2173232;226869
900388662;31/12/2016;2016;-242663;0;41082;0;0;0;0;0;0;0;383103;424185;0;-226337;0;-8224;224007;16825;187793;0;418747;0;0;0;0;0;125850;0;0;0;0;0;0;0;0;0;-544597;0;0;0;0;0;182530;0;0;0;0;;182530;-174274;0;-174274;299565;125291
900388682;31/12/2016;2016;-7075;;36785;;;;;;;;-16165;20620;;-83301;;74133;;;4377;;;;;;;;619;;;;;;;;;;-619;;;;;;;;;;;;;3758;;3758;3311;7069
900388752;31/12/2016;2016;-4707;4720;0;0;0;0;0;0;0;0;0;4720;-352959;68650;487;305252;-166958;0;-145515;0;0;0;0;0;0;0;0;4059;0;0;0;0;0;0;0;0;4059;0;0;0;0;0;119217;0;0;0;0;0;119217;-22239;0;-22239;261364;239125
900388823;31/12/2016;2016;108982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900389156;31/12/2016;2016;1091841;453496;38852;;;530734;;;;;569481;1592563;-3970461;-3934508;-1175353;-739355;-332006;699967;-6767312;;;;;;;;68882;;;;;;;;;-11355;-80237;5291300;;;;;1195736;;;;530733;;5956303;-891246;;-891246;1248504;357258
900389350;31/12/2016;2016;-92305;;6208;;;;;;;;-13887;-7679;-173065;0;6089;0;161922;64769;-40269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61045;61045;20776;0;20776;42735;63511
900389554;31/12/2016;2016;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900389969;31/12/2016;2016;1284039;;;;;;;;;;;;2238549;-895064;;1174323;-180071;354636;3976412;;;;;;;6770;5594379;2207794;;;;;;;;;-3379815;;;;;;;1532791;;;;-121445;-1654236;-1057639;;-1057639;1229149;171510
900390003;31/12/2016;2016;-264758;1857;767;-145364;0;0;0;0;0;0;0;-142740;-609730;145364;0;0;0;0;-871864;0;0;0;0;0;0;0;3700;0;3844;0;0;0;0;0;0;0;-7544;0;0;0;0;0;0;0;0;0;0;-24502;-24502;-903910;;-903910;1088721;184811
900390168;31/12/2016;2016;1097374;39380;25779;;;;;;;;;65159;-63313;184085;;-1244607;;60800;99498;;;;;;;;3020;;;;;;;;;;-3020;;;;;;;;;;;;;96478;;96478;493018;589496
