Nit;Fecha Corte;Duracion;Ganancia (pérdida);Otro resultado integral, neto de impuestos, ganancias (pérdidas) por revaluación;Total otro resultado integral que no se reclasificará al resultado del periodo, neto de impuestos;Total otro resultado integral;Resultado integral total;Otro resultado integral, neto de impuestos, diferencias de cambio por conversión;Otro resultado integral, neto de impuestos, ganancias (pérdidas) actuariales por planes de beneficios definidos;Ganancias (pérdidas) por coberturas de flujos de efectivo, neto de impuestos;Total otro resultado integral que se reclasificará al resultado del periodo, neto de impuestos
900358726;31/12/2016;2016;204486;;;;;;;;
900358790;31/12/2016;2016;1399312;;;;;;;;
900358830;31/12/2016;2016;86133;;;;86133;;;;
900358864;31/12/2016;2016;150552;0;0;0;150552;0;0;0;0
900359518;31/12/2016;2016;1242782;;;;;;;;
900359548;31/12/2016;2016;731715;;;;731715;;;;
900359625;31/12/2016;2016;25293;;;;;;;;
900359643;31/12/2016;2016;-17893;;;;;;;;
900359696;31/12/2016;2016;18610;;;;;;;;
900360039;31/12/2016;2016;569868;;;;;;;;
900360052;31/12/2016;2016;-43715;;-628;-628;-44343;;-628;;
900360081;31/12/2016;2016;-773059;;;;;;;;
900360132;31/12/2016;2016;-115378;;;;;;;;
900360228;31/12/2016;2016;60320;;;;;;;;
900360310;31/12/2016;2016;153973;0;0;0;153973;0;;0;0
900360342;31/12/2016;2016;197571;;;;;;;;
900360380;31/12/2016;2016;-42109;;;;;;;;
900360482;31/12/2016;2016;1102800;;;;;;;;
900360619;31/12/2016;2016;175316;;;;;;;;
900360649;31/12/2016;2016;1966141;0;0;0;1966141;0;0;0;0
900360700;31/12/2016;2016;-733646;;;;;;;;
900360738;31/12/2016;2016;534485;;;;534485;;;;
900360797;31/12/2016;2016;458506;;5951;5951;464457;5951;;;
900360984;31/12/2016;2016;62004;;;;;;;;
900361008;31/12/2016;2016;-21890;0;0;0;-21890;0;0;0;0
900361047;31/12/2016;2016;57837;;;;57837;;;;
900361070;31/12/2016;2016;347115;;;;347115;;;;
900361174;31/12/2016;2016;920227;;;;920227;;;;
900361398;31/12/2016;2016;135583;;;;;;;;
900361480;31/12/2016;2016;226356;;;;;;;;
900361566;31/12/2016;2016;3779719;;;;;;;;
900361664;31/12/2016;2016;129373;;;;;;;;
900361775;31/12/2016;2016;415235;;;;;;;;
900361814;31/12/2016;2016;416766;;;;416766;;;;
900361992;31/12/2016;2016;-791124;;;;;;;;
900362003;31/12/2016;2016;892573;;;;;;;;
900362012;31/12/2016;2016;-40125;;;;-40125;;;;
900362113;31/12/2016;2016;-40125;0;0;0;-40125;0;0;0;0
900362118;31/12/2016;2016;323735;;;;;;;;
900362337;31/12/2016;2016;-391972;0;0;0;-391972;0;0;0;
900362386;31/12/2016;2016;-40125;0;0;0;-40125;0;0;0;0
900362390;31/12/2016;2016;-1278307;;;;;;;;
900362407;31/12/2016;2016;-1420238;;;;-1420238;;;;
900362431;31/12/2016;2016;-4341303;;;;-4341303;;;;
900362589;31/12/2016;2016;-8995201;0;0;0;-8995201;0;0;0;0
900362666;31/12/2016;2016;936217;;;;;;;;
900362690;31/12/2016;2016;-40125;0;0;0;-40125;0;0;0;0
900362719;31/12/2016;2016;443081;;;;443081;;;;
900362803;31/12/2016;2016;28676;0;0;0;28676;0;0;0;0
900362880;31/12/2016;2016;-4058802;;;;-4058802;;;;
900362888;31/12/2016;2016;1888715;;;;1888715;;;;
900363112;31/12/2016;2016;-6771665;;;;-6771665;;;;
900363221;31/12/2016;2016;-393548;3427401;3427401;3427401;3033853;;;;
900363279;31/12/2016;2016;-130876;0;0;0;-130876;0;0;0;0
900363397;31/12/2016;2016;-24214;;;;;;;;
900363454;31/12/2016;2016;2059908;;;;;;;;
900363493;31/12/2016;2016;1936555;0;0;0;1936555;0;0;0;0
900363738;31/12/2016;2016;103480;;;;;;;;
900363778;31/12/2016;2016;477795;;;;;;;;
900363798;31/12/2016;2016;606957;;;;606957;;;;
900363819;31/12/2016;2016;-1336595;0;0;0;-1336595;0;0;0;0
900363843;31/12/2016;2016;8971;;;;;;;;
900364003;31/12/2016;2016;203095;;;;203095;;;;
900364075;31/12/2016;2016;-48934;;;;;;;;
900364090;31/12/2016;2016;-602681;;;;-602681;;;;
900364145;31/12/2016;2016;2664764;;;;;;;;
900364217;31/12/2016;2016;3758631;;;;;;;;
900364247;31/12/2016;2016;138494;0;0;0;138494;0;0;0;0
900364250;31/12/2016;2016;129071;;;;;;;;
900364339;31/12/2016;2016;-2001;;;;;;;;
900364648;31/12/2016;2016;73112406;;;;73112406;;;;
900364771;31/12/2016;2016;-1695110;;;;;;;;
900364854;31/12/2016;2016;531075;;;;;;;;
900364928;31/12/2016;2016;2495670;;;;;;;;
900365051;31/12/2016;2016;997858;0;0;0;997858;;;;
900365105;31/12/2016;2016;3308553;;;;3308553;;;;
900365212;31/12/2016;2016;213063;;;;213063;;;;
900365271;31/12/2016;2016;131030;;;;;;;;
900365331;31/12/2016;2016;713746;;;;713746;;;;
900365349;31/12/2016;2016;395204;;0;0;395204;0;0;;
900365409;31/12/2016;2016;-233489;0;0;0;-233489;0;0;0;0
900365425;31/12/2016;2016;-612859;;;;;;;;
900365560;31/12/2016;2016;32713;;;;;;;;
900365749;31/12/2016;2016;1872366;;;;;;;;
900365786;31/12/2016;2016;2388237;;;;;;;;
900365878;31/12/2016;2016;-241512;0;0;0;-241512;0;0;0;0
900365931;31/12/2016;2016;685599;;;;;;;;
900366003;31/12/2016;2016;5986;;;;;;;;
900366223;31/12/2016;2016;171310;;;;;;;;
900366366;31/12/2016;2016;265471;;;;;;;;
900366367;31/12/2016;2016;809916;;;;;;;;
900366380;31/12/2016;2016;93539;;;;;;;;
900366541;31/12/2016;2016;45726;;;;45726;;;;
900366708;31/12/2016;2016;22784;;;;22784;;;;
900366788;31/12/2016;2016;4300669;;;;4300669;;;;
900367085;31/12/2016;2016;71018;;;;;;;;
900367126;31/12/2016;2016;77660;;;;;;;;
900367165;31/12/2016;2016;50348;;;;;;;;
900367225;31/12/2016;2016;49341;;;;;;;;
900367261;31/12/2016;2016;542740;;;;542740;;;;
900367363;31/12/2016;2016;124486;;;;;;;;
900367678;31/12/2016;2016;1305969;;;;1305969;;;;
900367697;31/12/2016;2016;37842;;;;37842;;;;
900367716;31/12/2016;2016;995805;;;;;;;;
900367745;31/12/2016;2016;25759;;;;;;;;
900367749;31/12/2016;2016;-1537689;;;;;;;;
900367809;31/12/2016;2016;920633;;;;;;;;
900367872;31/12/2016;2016;-111;;;;;;;;
900367903;31/12/2016;2016;589360;;;;;;;;
900368047;31/12/2016;2016;-14958;;;;;;;;
900368141;31/12/2016;2016;-2146106;;;;;;;;
900368143;31/12/2016;2016;-5166;;;;;;;;
900368333;31/12/2016;2016;-11927;0;0;0;-11927;0;0;0;0
900368378;31/12/2016;2016;-50064;;;;-50064;;;;
900368410;31/12/2016;2016;31617;0;-269857;-269857;-238240;-269857;0;0;0
900368459;31/12/2016;2016;-196194;;;;;;;;
900368553;31/12/2016;2016;708087;0;0;0;708087;0;0;0;0
900368591;31/12/2016;2016;1884001;;0;0;1884001;0;;;
900368655;31/12/2016;2016;113570;;;;;;;;
900368731;31/12/2016;2016;1165845;;;;1165845;;;;
900368751;31/12/2016;2016;-55431;;;;;;;;
900368801;31/12/2016;2016;1063100;0;0;0;1063100;0;0;0;0
900368995;31/12/2016;2016;188784;;;;;;;;
900369158;31/12/2016;2016;-3461;0;0;0;-3461;0;0;0;0
900369562;31/12/2016;2016;3472582;;;;;;;;
900369611;31/12/2016;2016;316818;;;;316818;;;;
900369627;31/12/2016;2016;308782;;;;;;;;
900369716;31/12/2016;2016;98723;;;;;;;;
900370234;31/12/2016;2016;33562;;;;;;;;
900370262;31/12/2016;2016;137332;;;;137332;;;;
900370412;31/12/2016;2016;93892;;;;93892;;;;
900370429;31/12/2016;2016;349571;;;;349571;;;;
900370531;31/12/2016;2016;-2657843;;;;;;;;
900370573;31/12/2016;2016;208587;0;0;0;208587;0;0;0;0
900370610;31/12/2016;2016;-589328;;;;-589328;;;;
900370657;31/12/2016;2016;2932357;;;;;;;;
900370679;31/12/2016;2016;121498;;;;;;;;
900370865;31/12/2016;2016;6300;;;;;;;;
900370879;31/12/2016;2016;922;;;;;;;;
900370885;31/12/2016;2016;84539;;;;;;;;
900370965;31/12/2016;2016;-814164;;;;;;;;
900371088;31/12/2016;2016;-37194;;;;;;;;
900371099;31/12/2016;2016;583079;0;0;0;583079;0;0;0;0
900371156;31/12/2016;2016;-1837233;;;;-1837233;;;;
900371168;31/12/2016;2016;-5916757;;;;;;;;
900371172;31/12/2016;2016;-1874778;0;0;0;-1874778;0;0;0;0
900371195;31/12/2016;2016;-1862839;;;;;;;;
900371202;31/12/2016;2016;-3406640;;;;-3406640;;;;
900371204;31/12/2016;2016;-5828692;;;;-5828692;;;;
900371206;31/12/2016;2016;-2018659;;;;-2018659;;;;
900371207;31/12/2016;2016;-2227801;;;;-2227801;;;;
900371224;31/12/2016;2016;45569224;;;;;;;;
900371260;31/12/2016;2016;-4063341;;;;-4063341;;;;
900371262;31/12/2016;2016;-1676029;0;0;0;-1676029;0;0;0;0
900371279;31/12/2016;2016;-2159565;;;;;;;;
900371464;31/12/2016;2016;1179880;;;;;;;;
900371568;31/12/2016;2016;27037;;;;;;;;
900371573;31/12/2016;2016;14666;;;;;;;;
900371677;31/12/2016;2016;10642774;;;;;;;;
900372566;31/12/2016;2016;88101;;;;88101;;;;
900372671;31/12/2016;2016;207215;;;;;;;;
900372728;31/12/2016;2016;27154;;;;;;;;
900372931;31/12/2016;2016;476987;;;;;;;;
900373020;31/12/2016;2016;391517;;;;;;;;
900373046;31/12/2016;2016;1209040;;;;;;;;
900373055;31/12/2016;2016;3048667;0;0;0;3048667;0;0;0;0
900373099;31/12/2016;2016;603785;;;;;;;;
900373330;31/12/2016;2016;-700181;;;;;;;;
900373518;31/12/2016;2016;-67240;11374;11374;11374;-55866;;;;
900373599;31/12/2016;2016;1001800;;;;;;;;
900373623;31/12/2016;2016;201702;;;;;;;;
900373734;31/12/2016;2016;0;;;;;;;;
900373945;31/12/2016;2016;584985;;;;584985;;;;
900374016;31/12/2016;2016;16204;;;;;;;;
900374045;31/12/2016;2016;184973;;;;184973;;;;
900374140;31/12/2016;2016;289052;;;;;;;;
900374167;31/12/2016;2016;84012;;;;;;;;
900374182;31/12/2016;2016;-75922;;;;;;;;
900374230;31/12/2016;2016;-796915;;;;;;;;
900374324;31/12/2016;2016;-10125;;;;;;;;
900374327;31/12/2016;2016;-400494;;;;;;;;
900374366;31/12/2016;2016;232373;;;;;;;;
900374398;31/12/2016;2016;2771420;;;;2771420;;;;
900374475;31/12/2016;2016;438262;;;;;;;;
900374508;31/12/2016;2016;997608;;;;;;;;
900374528;31/12/2016;2016;337968;;;;;;;;
900374574;31/12/2016;2016;452859;;;;;;;;
900374643;31/12/2016;2016;-478588;;;;;;;;
900374795;31/12/2016;2016;187733;0;0;0;187733;0;0;0;0
900374925;31/12/2016;2016;20178;0;0;0;20178;0;0;;
900375008;31/12/2016;2016;262693;;;;;;;;
900375276;31/12/2016;2016;-81330;;;;-81330;;;;
900375319;31/12/2016;2016;88068;;;;;;;;
900375456;31/12/2016;2016;140009;;;;;;;;
900375464;31/12/2016;2016;90715;;;;;;;;
900375476;31/12/2016;2016;-141267;;;;;;;;
900375627;31/12/2016;2016;323994;;;;;;;;
900375643;31/12/2016;2016;-105871;0;0;0;-105871;0;0;0;0
900375666;31/12/2016;2016;2771775;;;;;;;;
900375992;31/12/2016;2016;42800;0;0;0;42800;0;0;0;0
900376301;31/12/2016;2016;-7878948;;;;-7878948;;;;
900376373;31/12/2016;2016;45901;;;;45901;;;;
900376475;31/12/2016;2016;1048012;;;;;;;;
900376503;31/12/2016;2016;-286217;;;;-286217;;;;
900376504;31/12/2016;2016;477871;0;0;0;477871;0;0;0;0
900376521;31/12/2016;2016;-945338;0;0;0;-945338;0;0;0;0
900376562;31/12/2016;2016;8205197;;;;;;;;
900376574;31/12/2016;2016;3947047;0;0;0;3947047;0;0;0;0
900376674;31/12/2016;2016;1376512;;;;1376512;;;;
900376746;31/12/2016;2016;-1036265;0;0;0;-1036265;0;0;0;0
900376834;31/12/2016;2016;824258;;;;;;;;
900376858;31/12/2016;2016;44558;0;0;0;44558;0;0;0;0
900377085;31/12/2016;2016;1443236;0;0;0;1443236;0;0;0;0
900377169;31/12/2016;2016;574396;;;;;;;;
900377176;31/12/2016;2016;185065;0;0;0;185065;0;0;0;0
900377397;31/12/2016;2016;0;0;0;0;0;0;0;0;0
900377484;31/12/2016;2016;44938;;;;44938;;;;
900377487;31/12/2016;2016;-835282;;;;;;;;
900377621;31/12/2016;2016;856879;0;0;-295877;561002;0;0;-295877;-295877
900377708;31/12/2016;2016;-171279;;;;;;;;
900377731;31/12/2016;2016;5535;;;;;;;;
900377905;31/12/2016;2016;60070;;;;;;;;
900378190;31/12/2016;2016;187264;;;;;;;;
900378289;30/06/2016;2016-S1;-23238;;;;;;;;
900378303;31/12/2016;2016;465535;;0;0;465535;0;;;
900378318;31/12/2016;2016;269716;;;;;;;;
900378319;31/12/2016;2016;40364;;;;;;;;
900378457;31/12/2016;2016;329459;;;;;;;;
900378623;31/12/2016;2016;118827;;;;118827;;;;
900378661;31/12/2016;2016;210361;;;;;;;;
900378719;31/12/2016;2016;633083;;;;;;;;
900378854;31/12/2016;2016;121975;;;;;;;;
900378871;31/12/2016;2016;269518;;;;;;;;
900378931;31/12/2016;2016;16292023;;;;16292023;;;;
900378966;31/12/2016;2016;593119;;;;593119;;;;
900379181;31/12/2016;2016;210050;;;;;;;;
900379360;31/12/2016;2016;124208;;;;;;;;
900379714;31/12/2016;2016;1141417;;;;;;;;
900379734;31/12/2016;2016;-47159;;;;;;;;
900379778;31/12/2016;2016;947360;;;;;;;;
900379806;31/12/2016;2016;2074;;;;;;;;
900379933;31/12/2016;2016;238431;0;0;0;238431;0;0;0;0
900380058;31/12/2016;2016;211192;;;;211192;;;;
900380109;31/12/2016;2016;45090;0;0;0;45090;0;0;0;0
900380333;31/12/2016;2016;989768;0;0;0;989768;0;0;0;0
900380418;31/12/2016;2016;130049;2544960;2544960;2544960;2675009;0;;0;0
900380467;31/12/2016;2016;155333;;;;;;;;
900380477;31/12/2016;2016;346485;;;;;;;;
900380505;31/12/2016;2016;-2148417;;;;;;;;
900380666;31/12/2016;2016;733802;;0;0;733802;0;;;
900380814;31/12/2016;2016;460643;;-133659;-133659;326984;-133659;;;
900381226;31/12/2016;2016;-62625;;;;;;;;
900381279;31/12/2016;2016;-33731;;;;;;;;
900381705;31/12/2016;2016;78255;;;;;;;;
900381845;31/12/2016;2016;640520;0;0;0;640520;0;0;0;0
900382138;31/12/2016;2016;-310538;;;;;;;;
900382429;31/12/2016;2016;-423490;;;;;;;;
900382591;31/12/2016;2016;217665;;;;;;;;
900382623;31/12/2016;2016;-56924;;;;;;;;
900382694;31/12/2016;2016;509491;;;;;;;;
900382713;31/12/2016;2016;1714235;;;;;;;;
900382780;31/12/2016;2016;89697;0;0;0;89697;0;0;0;0
900382818;31/12/2016;2016;463220;;;;463220;;;;
900382819;31/12/2016;2016;637017;;;;;;;;
900382820;31/12/2016;2016;531321;;;;531321;;;;
900383007;31/12/2016;2016;1191444;;;;;;;;
900383108;31/12/2016;2016;759908;0;0;0;759908;0;0;0;0
900383277;31/12/2016;2016;-244361;;;;;;;;
900383361;31/12/2016;2016;1596891;0;0;0;1596891;0;0;0;0
900383375;31/12/2016;2016;52977;;;;;;;;
900383424;31/12/2016;2016;-154972;0;0;0;-154972;0;0;0;0
900383530;31/12/2016;2016;-67209;;;;-67209;;;;
900383624;31/12/2016;2016;-673286;0;0;0;-673286;0;0;0;0
900383665;31/12/2016;2016;99658;;0;0;99658;0;0;0;0
900383677;31/12/2016;2016;887359;;;;;;;;
900383695;31/12/2016;2016;116781;;;;;;;;
900383697;31/12/2016;2016;7613;0;0;0;7613;0;0;0;
900383816;31/12/2016;2016;-389763;;;;;;;;
900384151;31/12/2016;2016;46623;;;;;;;;
900384182;31/12/2016;2016;830826;;463956;463956;1294782;463956;;;
900384306;31/12/2016;2016;17497;0;0;0;17497;0;0;0;0
900384438;31/12/2016;2016;834775;;1000057;1000057;1834832;;1000057;;
900384440;31/12/2016;2016;27939;0;0;0;27939;0;0;0;0
900384470;31/12/2016;2016;159647;;;;159647;;;;
900384475;31/12/2016;2016;547945;;;;;;;;
900384679;31/12/2016;2016;31953;;;;;;;;
900384726;31/12/2016;2016;157996;;;;157996;;;;
900384968;31/12/2016;2016;21368;;;;;;;;
900385181;31/12/2016;2016;712037;;;;;;;;
900385242;31/12/2016;2016;57641;;;;;;;;
900385451;31/12/2016;2016;64604;;;;;;;;
900385533;31/12/2016;2016;61062;0;0;0;61062;0;0;0;0
900385645;31/12/2016;2016;-419261;;;;;;;;
900385793;31/12/2016;2016;53424;;;;;;;;
900385827;31/12/2016;2016;363296;;;;;;;;
900385903;31/12/2016;2016;-55268;;;;-55268;;;;
900386019;31/12/2016;2016;226380;;;;;;;;
900386111;31/12/2016;2016;184061;0;0;0;184061;0;0;0;0
900386126;31/12/2016;2016;186719;;;;;;;;
900386185;31/12/2016;2016;151684;;;;;;;;
900386254;31/12/2016;2016;49466;;;;;;;;
900386328;31/12/2016;2016;-15062;;;;;;;;
900386451;31/12/2016;2016;110028;;;;110028;;;;
900386571;31/12/2016;2016;153691;;;;;;;;
900386640;31/12/2016;2016;548815;;;;548815;;;;
900386703;31/12/2016;2016;777550;;;;;;;;
900386708;31/12/2016;2016;890767;0;0;0;890767;0;0;0;0
900386792;31/12/2016;2016;2443939;0;0;0;2443939;0;0;0;0
900387021;31/12/2016;2016;412422;;;;412422;;;;
900387054;31/12/2016;2016;-62863;175753;175753;175753;112890;0;0;0;0
900387147;31/12/2016;2016;47254;;;;;;;;
900387206;31/12/2016;2016;824226;;;;;;;;
900387207;31/12/2016;2016;1710437;;;;;;;;
900387387;31/12/2016;2016;226588;;;;;;;;
900387546;31/12/2016;2016;253773;;;;;;;;
900387557;31/12/2016;2016;205296;;;;;;;;
900387656;31/12/2016;2016;-22147;;;;;;;;
900387800;31/12/2016;2016;786732;1609402;1609402;1609402;2396134;;;;
900387850;31/12/2016;2016;-172373;0;0;0;-172373;0;0;0;0
900387878;31/12/2016;2016;33124;;;;33124;;;;
900388037;31/12/2016;2016;-1727;;;;;;;;
900388120;31/12/2016;2016;-254370;;;;;;;;
900388176;31/12/2016;2016;893283;;;;;;;;
900388287;31/12/2016;2016;249333;;;;;;;;
900388292;31/12/2016;2016;262209;;;;262209;;;;
900388441;31/12/2016;2016;1940769;;;;1940769;;;;
900388446;31/12/2016;2016;-1797239;0;0;0;-1797239;0;0;0;0
900388565;31/12/2016;2016;-114830;;;;;;;;
900388605;31/12/2016;2016;-1299971;;;;;;;;
900388640;31/12/2016;2016;1813172;;;;;;;;
900388662;31/12/2016;2016;-242663;1161592;1161592;1161592;918929;0;0;0;0
900388682;31/12/2016;2016;-7075;;;;;;;;
900388752;31/12/2016;2016;-4707;0;0;0;-4707;0;0;0;0
900388823;31/12/2016;2016;108982;;;;;;;;
900389156;31/12/2016;2016;1091841;;;;;;;;
900389350;31/12/2016;2016;-92305;;;;;;;;
900389554;31/12/2016;2016;0;0;0;0;0;0;0;0;0
900389969;31/12/2016;2016;1284039;;;;;;;;
900390003;31/12/2016;2016;-264758;0;0;0;-264758;0;0;0;0
900390168;31/12/2016;2016;1097374;;;;;;;;
900390181;31/12/2016;2016;-78730;;13418;13418;-65312;13418;;;
900390213;31/12/2016;2016;398743;;;;;;;;
900390306;31/12/2016;2016;226715;;;;;;;;
900390425;31/12/2016;2016;-1015277;;;;-1015277;;;;
900390486;31/12/2016;2016;451919;8742520;8742520;8742520;9194439;;;;
900390509;31/12/2016;2016;257655;;;;257655;;;;
900390710;31/12/2016;2016;1518249;;;;;;;;
900390715;31/12/2016;2016;857240;;;;;;;;
900390727;31/12/2016;2016;34442;;;;;;;;
900390764;31/12/2016;2016;54439;;;;;;;;
900390813;31/12/2016;2016;1022153;0;0;0;1022153;0;0;0;0
900390928;31/12/2016;2016;154086;;;;;;;;
900390933;31/12/2016;2016;5665;;;;;;;;
900391130;31/12/2016;2016;-187640;;;5549;-182091;;;5549;5549
900391297;31/12/2016;2016;106174;;;;;;;;
900391332;31/12/2016;2016;908289;;;;;;;;
900391379;31/12/2016;2016;428666;;;;;;;;
900391449;31/12/2016;2016;-663143;;-2173761;-2173761;-2836904;-2173761;;;
900391511;31/12/2016;2016;46828;;;;;;;;
900391531;31/12/2016;2016;98191;;;;98191;;;;
900391648;31/12/2016;2016;680333;;;;680333;;;;
900391672;31/12/2016;2016;-623493;0;0;0;-623493;0;0;0;0
900391805;31/12/2016;2016;107799;;;;;;;;
900391830;31/12/2016;2016;-1431957;0;0;0;-1431957;0;0;0;0
900391888;31/12/2016;2016;164398;;;;;;;;
900391989;31/12/2016;2016;-9831;0;0;0;-9831;0;0;;
900392211;31/12/2016;2016;120113;;;;;;;;
900392220;31/12/2016;2016;1178154;;;;;;;;
900392254;31/12/2016;2016;160397;114951;114951;114951;275348;0;0;0;0
900392345;31/12/2016;2016;688639;;;;;;;;
900392471;31/12/2016;2016;85269;;;;;;;;
900392553;31/12/2016;2016;6959;;;;6959;;;;
900392554;31/12/2016;2016;274329;;;;274329;;;;
900392611;31/12/2016;2016;-944119;;;;-944119;;;;
900392658;31/12/2016;2016;418655;;;;418655;;;;
900392812;31/12/2016;2016;933609;;;;;;;;
900392900;31/12/2016;2016;2008332;;;;;;;;
900392919;31/12/2016;2016;474327;;;;;;;;
900393167;31/12/2016;2016;1024726;;;;;;;;
900393240;31/12/2016;2016;-1372266;;;;-1372266;;;;
900393284;31/12/2016;2016;27432;;;;;;;;
900393329;31/12/2016;2016;-681603;0;0;0;-681603;0;0;0;0
900393426;31/12/2016;2016;455046;0;0;0;455046;0;0;0;0
900393427;31/12/2016;2016;114820;;;;;;;;
900393478;31/12/2016;2016;1022275;;;;;;;;
900393557;31/12/2016;2016;0;;;;;;;;
900393656;31/12/2016;2016;0;0;0;0;0;0;0;0;0
900393863;31/12/2016;2016;145006;;;;;;;;
900393932;31/12/2016;2016;560917;;;;;;;;
900393976;31/12/2016;2016;232756;;;;;;;;
900394075;31/12/2016;2016;-3824;;;;;;;;
900394124;31/12/2016;2016;33212;;-5800;-5800;27412;-5800;;;
900394236;31/12/2016;2016;55024;;;;55024;;;;
900394297;31/12/2016;2016;928;0;0;0;928;0;0;0;0
900394329;31/12/2016;2016;-133053;;;;;;;;
900394330;31/12/2016;2016;-47370;;;;;;;;
900394651;31/12/2016;2016;1110955;0;0;0;1110955;0;0;0;0
900394693;31/12/2016;2016;123413;;;;;;;;
900394700;31/12/2016;2016;1048;;;;;;;;
900394713;31/12/2016;2016;-16276;;;;;;;;
900394749;31/12/2016;2016;-1365418;;;;;;;;
900394786;31/12/2016;2016;-2227421;;;;-2227421;;;;
900394809;31/12/2016;2016;-124160;;;;-124160;;;;
900394827;31/12/2016;2016;1118376;;;;;;;;
900395008;31/12/2016;2016;327338;0;0;0;327338;0;0;0;0
900395070;31/12/2016;2016;90515;;;;;;;;
900395072;31/12/2016;2016;784512;0;0;111081;895593;0;0;111081;111081
900395597;31/12/2016;2016;-1556;;;;;;;;
900395675;31/12/2016;2016;-225177;;;;-225177;;;;
900395680;31/12/2016;2016;132354;8000;8000;8000;140354;0;0;0;0
900395688;31/12/2016;2016;-1471987;;;;-1471987;;;;
900395720;31/12/2016;2016;27750;0;0;0;27750;0;0;0;0
900395806;31/12/2016;2016;-277987;;;;;;;;
900395808;31/12/2016;2016;-200369;;;;;;;;
900395921;31/12/2016;2016;366974;0;0;0;366974;0;0;0;0
900396071;31/12/2016;2016;205980;;;;205980;;;;
900396129;31/12/2016;2016;4659;0;0;0;4659;0;0;0;0
900396176;31/12/2016;2016;330036;0;0;0;330036;0;0;;
900396503;31/12/2016;2016;-286533;;;;;;;;
900396542;31/12/2016;2016;43339381;;;;;;;;
900396581;31/12/2016;2016;515189;;;;;;;;
900396582;31/12/2016;2016;-532120;;;;;;;;
900396662;31/12/2016;2016;146806;;;;;;;;
900396818;31/12/2016;2016;-842688;;;0;-842688;;;0;0
900396838;31/12/2016;2016;549;;;;;;;;
900396852;31/12/2016;2016;336157;;;;336157;;;;
900396934;31/12/2016;2016;2350972;;;;;;;;
900396965;31/12/2016;2016;-16934051;;;;;;;;
900396967;31/12/2016;2016;-1307698;;;;-1307698;;;;
900396996;31/12/2016;2016;269447;54510;54510;54510;323957;;;;
900397057;31/12/2016;2016;-4677113;;;;;;;;
900397066;31/12/2016;2016;218293;;;;;;;;
900397071;31/12/2016;2016;4386310;;;;;;;;
900397118;31/12/2016;2016;-99473;;;;;;;;
900397171;31/12/2016;2016;214702;;;;214702;;;;
900397248;31/12/2016;2016;389382;;;;;;;;
900397354;31/12/2016;2016;701725;;;;;;;;
900397367;31/12/2016;2016;62035;;;;;;;;
900397613;31/12/2016;2016;105482;;;;105482;;;;
900397616;31/12/2016;2016;-57727;;;;;;;;
900397663;31/12/2016;2016;551040;;;;;;;;
900397664;31/12/2016;2016;-1700175;;;;;;;;
900397709;31/12/2016;2016;171270;;;;;;;;
900397748;31/12/2016;2016;-22815;;;;;;;;
900397836;31/12/2016;2016;646451;;;;;;;;
900397839;31/12/2016;2016;2743679;0;0;0;2743679;0;0;0;0
900398007;31/12/2016;2016;1753653;;;;;;;;
900398083;31/12/2016;2016;-280427;;;;-280427;;;;
900398264;31/12/2016;2016;1170351;;;;;;;;
900398365;31/12/2016;2016;-1384;0;0;102638;101254;0;0;102638;102638
900398476;31/12/2016;2016;-1420;;;;-1420;;;;
900398478;31/12/2016;2016;-1337;0;0;102638;101301;0;0;102638;102638
900398570;31/12/2016;2016;461580;;;;;;;;
900398606;31/12/2016;2016;46561;0;0;0;46561;0;0;0;0
900398702;31/12/2016;2016;-1662724;;;;-1662724;;;;
900398709;31/12/2016;2016;42491;0;0;0;42491;0;0;0;0
900398731;31/12/2016;2016;296064;;;;296064;;;;
900398733;31/12/2016;2016;619680;;;;619680;;;;
900398770;31/12/2016;2016;-603159;;;;;;;;
900398777;31/12/2016;2016;-355757;;;;;;;;
900398821;31/12/2016;2016;-12002;;;;;;;;
900398908;31/12/2016;2016;16377;0;0;0;16377;0;0;0;0
900399003;31/12/2016;2016;-1595768;;;;;;;;
900399008;31/12/2016;2016;759163;;;;759163;;;;
900399153;31/12/2016;2016;420385;;;;;;;;
900399175;31/12/2016;2016;-4513765;;;;;;;;
900399273;31/12/2016;2016;338864;;;;338864;;;;
900399360;31/12/2016;2016;2376218;;;;;;;;
900399393;31/12/2016;2016;433816;;;;433816;;;;
900399394;31/12/2016;2016;18104;;;;;;;;
900399440;31/12/2016;2016;387997;;;;;;;;
900399485;31/12/2016;2016;63692;0;0;0;63692;0;0;0;0
900399541;31/12/2016;2016;-992038;0;0;0;-992038;0;0;0;0
900399560;31/12/2016;2016;349935;;;;349935;;;;
900399586;31/12/2016;2016;175951;;;;;;;;
900399739;31/12/2016;2016;-123712;;;;;;;;
900399741;31/12/2016;2016;275848;;;;;;;;
900399797;31/12/2016;2016;373000;;;;;;;;
900399868;31/12/2016;2016;46447;;;;;;;;
900399889;31/12/2016;2016;855;;;;;;;;
900399929;31/12/2016;2016;154117;;;;;;;;
900399980;31/12/2016;2016;477982;;-80025;-80025;397957;-80025;;;
900399999;31/12/2016;2016;24010;;;;;;;;
900400002;31/12/2016;2016;1030961;;;;1030961;;;;
900400013;31/12/2016;2016;64612;;;;;;0;;
900400181;31/12/2016;2016;575833;;;;575833;;;;
900400222;31/12/2016;2016;407523;;;;407523;;;;
